Tweet,Label
RT @MargaretOrr: Look at this very dangerous hurricane #Maria with winds of 175 mph. @wdsu https://t.co/rDPKuNERAm,1
NOW: @alroker on with @AliVelshi discussing the path of Hurricane #Maria on @MSNBC https://t.co/JzFIYQO6QV,1
Here's a few photos for you showing some of the damage Hurricane #Maria has done on Puerto Rico. @hurrtrackerapp https://t.co/zGNgkjyxT2,1
Here's a few photos for you showing some of the damage Hurricane #Maria has done on Puerto Rico. @hurrtrackerapp https://t.co/zGNgkjyxT2,1
Here's a few photos for you showing some of the damage Hurricane #Maria has done on Puerto Rico. @hurrtrackerapp https://t.co/zGNgkjyxT2,1
Here's a few photos for you showing some of the damage Hurricane #Maria has done on Puerto Rico. @hurrtrackerapp https://t.co/zGNgkjyxT2,1
"RT @odyssey_guide: Hurricane Maria is pounding our hotel in Fajardo, Puerto Rico https://t.co/EHIuQTYKta #Tourism https://t.co/4HlmJJSa62",1
RT @odyssey_guide: US Virgin Islands Hurricane Maria Update https://t.co/vZALYpUOYq #Tourism https://t.co/DISydSRxAn,1
Our hearts go out to the victims of Hurricane Maria and those in the predicted path. #EmergingWomenNC https://t.co/3DxYJIJaAP,1
RT @TPNN_ThePoint: Breaking: Deadly Hurricane Just Took A Turn For The Worse https://t.co/HsoQEeuzsd https://t.co/h7fRXezDus,1
RT @MiamiHerald: Puerto Rico will need billions in federal help after Hurricane Maria https://t.co/gCXlo5mLZD https://t.co/fISyHqafOZ,1
Dominica PM: Hurricane Maria 'devastates' island https://t.co/YXT3ACd79K https://t.co/Nd15XrkeBL,1
RT @daytondailynews: Just In: Hurricane #Maria causes at least 8 deaths in #Dominica https://t.co/4vJqaBD701,1
"Hurricane Maria damage latest: 100,000 homes without power after storm batters Caribbean https://t.co/Xp1gjES7qv https://t.co/Z9SNQ0NaEd",1
Hurricane #Maria tracking toward the northern coast of Puerto Rico. Remains catastrophic Cat. 4. #18StormTracker https://t.co/5daUhA5ewm,1
"FEMA turns focus to Hurricane Maria after Harvey, Irma https://t.co/TCFBvOvlXN https://t.co/a6ZzKjXeOM",1
RT @hurrtrackerapp: Cool explanation of the Eyewall Replacement Cyclone of Hurricane #Maria from @NWSLittleRock. https://t.co/OWoADZEQOg,1
"IMPORTANT NOTICE Due to Hurricane Maria, Congo Bar #PUNTACANA will be closed tonight. https://t.co/WrfIWK7jkr",0
"President Trump on Hurricane Maria: “I’ve never seen winds like this."" https://t.co/nQMa44BV2N https://t.co/eOpmSpACjN",0
Hurricane Maria: Death toll climbs to six in Dominica https://t.co/PmMcyoVCy3 https://t.co/iM5VUMKp9v,1
"Cat. 4 Maria Blasting P.R., What's Next? From The Weather Channel iPhone App https://t.co/EAFqoDMXWn https://t.co/pBTXganqVZ",1
Puerto Ricans in CT wait anxiously for news about hurricane. @RussellBlairCT @NewsbySchmidt https://t.co/uq5DgqpOEo https://t.co/Ksb5TeNbpX,1
How Hurricane Maria's path compares to Irma's https://t.co/JPKOlEM3Sp https://t.co/JZwQYMCK87,1
RT @Forces_Network: EXCLUSIVE: On board RFA Mounts Bay as Hurricane Maria wreaks havoc - https://t.co/iHDqQ44Iyk https://t.co/9yK1IZSFtO,1
Hurricane Maria hammers Puerto Rico with force not seen in ‘modern history’ https://t.co/nAGeSVLFUw https://t.co/ZJpTlGN82W,1
#Maria expected to remain a Major #Hurricane until sunday night. May cause rip currents along the east coast. https://t.co/xMuAcaCHs5,1
BREAKING NEWS: State of Emergency in Puerto Rico as Hurricane Maria Nears. #BreakingÂ #Maria https://t.co/qwSJmQhBsS https://t.co/ttIjdDcQQD,1
Pics from Facebook page St. Croix Hurricane Maria Check in. Extensive damage #Maria @cnn @weatherchannel @maddow https://t.co/c3pciH5rYH,1
Pics from Facebook page St. Croix Hurricane Maria Check in. Extensive damage #Maria @cnn @weatherchannel @maddow https://t.co/c3pciH5rYH,1
Pics from Facebook page St. Croix Hurricane Maria Check in. Extensive damage #Maria @cnn @weatherchannel @maddow https://t.co/c3pciH5rYH,1
Pics from Facebook page St. Croix Hurricane Maria Check in. Extensive damage #Maria @cnn @weatherchannel @maddow https://t.co/c3pciH5rYH,1
@HassamM_ @TotoLaBalozi O my people REPENT before it is too late #Mexico #earthquake #newzealand #hurricane #Maria https://t.co/GlmgHAgecV,0
@SockyNoob Hurricane Lady #Maria It'll rain burning blood. I hope Puerto Rico knows how to do Visceral Attacks. https://t.co/HYzgKlwkmz,0
New photos added to our post-Hurricane Maria #Dominica album https://t.co/VxDaQVDdRx https://t.co/ZwDbajvIBl,0
New photos added to our post-Hurricane Maria #Dominica album https://t.co/VxDaQVDdRx https://t.co/ZwDbajvIBl,0
New photos added to our post-Hurricane Maria #Dominica album https://t.co/VxDaQVDdRx https://t.co/ZwDbajvIBl,0
Maria hammers an economy that can't take much more https://t.co/O690e8WIE1 #SocialMedia https://t.co/vAEmtTkh2i,0
RT @cjtipado: Let's pray for our Sisters and Brothers that's in the path on Hurricane Maria https://t.co/o35bW2TlD8,0
Track the storm: Follow Maria's path https://t.co/lRD9vdGQ3w https://t.co/ZvZxw06kK6,1
Hurricane Maria batters Puerto Rico as a Cat 4; monitoring the track as it nears the continental US next week https://t.co/vFuIOjIgdC,1
Lehigh Valley residents wait for news as Hurricane Maria sweeps through Caribbean https://t.co/97sFnb975z https://t.co/OcYcEOK6P3,1
RT @WMO: Seen from space. Strong tropical storm #Jose and very dangerous hurricane #Maria via @meteofrance https://t.co/ua9JU3nwkm,1
#GUADELOUPE – The #French lends assistance to #Dominica on the passage of #HurricaneMaria - https://t.co/1QPn3L0Of3 https://t.co/ABMIo992Vb,1
National Guard Plans Relief Efforts as Hurricane Maria Slams Puerto Rico https://t.co/EfKyx5R783 https://t.co/bn4if2rK5M,1
"RT @njdotcom: Dramatic photos, videos of Hurricane Maria's wrath in Puerto Rico https://t.co/wRaouxldhc https://t.co/yM8trMIsqZ",1
"Puerto Rico engulfed by Hurricane Maria [Updated at Noon, Wed.] | Waterway Guide News Update https://t.co/pq3Z62MSVl https://t.co/yyROmVJkcR",1
the-huffington-post|Hurricane Maria Slams Into Puerto Rico|https://t.co/pv0QRzXY5z https://t.co/cxpctNcKgI,0
Will Hurricane Maria hit continental U.S.? What the latest models predict https://t.co/0un4SKxjF8 https://t.co/3pEwIbhtfm,1
#tropics #MARIA MSFC/NASA sat image of Hurricane MARIA eye on north coast Puerto Rico &gt;&gt;NW https://t.co/nN2Px9jkzi,1
Hurricane Maria to turn north after slamming Puerto Rico. What’s the impact for Charlotte? https://t.co/mycUXXihjB https://t.co/ROGwcuij3M,1
RT @YoursTrulyLxssa: First pics from # Dominica á¼ž9á¼Ÿ2since they lost contact due to Hurricane Maria https://t.co/tyztS4KUi0,1
RT @YoursTrulyLxssa: First pics from # Dominica á¼ž9á¼Ÿ2since they lost contact due to Hurricane Maria https://t.co/tyztS4KUi0,1
RT @YoursTrulyLxssa: First pics from # Dominica á¼ž9á¼Ÿ2since they lost contact due to Hurricane Maria https://t.co/tyztS4KUi0,1
RT @YoursTrulyLxssa: First pics from # Dominica á¼ž9á¼Ÿ2since they lost contact due to Hurricane Maria https://t.co/tyztS4KUi0,1
RT @Leebo8Sky: Triple tornados form under hurricane Maria! https://t.co/lHMev4KQ5j https://t.co/iFSmTTYXJr,1
New story in Science &amp; Health from Time: https://t.co/yhjbx0GxmN Hurricane Maria Looks Absolutely Massive From Space https://t.co/O0aH0tOLMP,0
"RT @HellerWeather: Eye in Hurricane #Maria.165 mph winds in the eyewall, headed toward St. Croix &amp; Puerto Rico. https://t.co/MhB0CmavfQ",1
Tropical Jose may be waiting for Hurricane Maria. https://t.co/OlR0dKdpoF,1
Tropical Jose may be waiting for Hurricane Maria. https://t.co/OlR0dKdpoF,1
"@jillgilardi: Tracking hot temperatures, limited rain chances and Major Hurricane Maria https://t.co/49JqAeyISO https://t.co/F9l0T0fISd",1
(Daily Express):#Hurricane Maria #TSUNAMI warning: Sirens blare as monster storm batters.. https://t.co/4pFRFd9v6o https://t.co/CMZXnZAseQ,1
Hurricane Maria: CARE Teams Ready to Respond in Haiti https://t.co/iAEQeOBdDT https://t.co/JnQFrMJNCW,1
Hurricane #Maria pummels storm-ravaged #PuertoRico https://t.co/bdYrCOAuhD https://t.co/L2cWiYZXTY,1
RT @FSNevis: Updates regarding Hurricane Maria and the Resort. https://t.co/YA9BGZsUFv,1
"Parque del Indio, Condado before and after hurricane #maria https://t.co/guSbW4su5J",1
"Parque del Indio, Condado before and after hurricane #maria https://t.co/guSbW4su5J",1
"https://t.co/XVQmbLqPVA Maria Hits San Juan, Island Is 100 Percent Without Electricity https://t.co/7IJ76GRLHq",1
(How To Help The Victims Of Hurricane Maria) has been published on Beautiful life - https://t.co/C1f30Z6WA5 https://t.co/H0AdBGqmrx,1
Puerto Rico DIRECT HIT by Hurricane Mariaâ€¦ interview with Dane Wigington reveals â€œweatherâ€¦ https://t.co/oNJSklE8e1 https://t.co/CfgV8blzgx,1
How To Help Hurricane Maria Victims Donations Volunteer https://t.co/M2Vxy2XbKK https://t.co/qQWZDuIeHw,1
Puerto Rico braces for visit from Hurricane Maria https://t.co/6YgPbc3BUR via @LegInsurrection https://t.co/hH7p2rwY3d,1
"Hurricane Maria: Words, pictures slowly trickle out of Puerto Rico --&gt; https://t.co/UCaVYtG3HM https://t.co/zl7QYErxi0",0
1pm visible satellite image of #Hurricane #Maria over #PuertoRico. https://t.co/GPjZ0pIDHE,1
"Hurricane Maria is doing the most there over the seas, ke sure e tsamaya le dorah le rosina https://t.co/x80Sjh6k6x",1
MARIA Hurricane: SAN JUAN - refugee camp photo &gt; 11K people Link : https://t.co/EheNcZ3LRj https://t.co/VPkVQ41cOB,1
"Pictures from a relative home in St Thomas (U.S.V.I.) after Hurricane ""Maria"" https://t.co/4lJX6qyhDf",1
U.S. storm chasers fly above Maria to drop sensors into eye of hurricane - https://t.co/0hMcg7ivj2 https://t.co/VqZmp1g0su,1
RT @theskycalls: PIA21961: Taking a 3-D Slice of Hurricane Maria's Cloud Structure - https://t.co/xQZDwmqJdm https://t.co/X7hJLNbJPx,1
The G-IV jet flies again around Hurricane Maria https://t.co/Ei8nINZQoX https://t.co/2AtPDoHzpU,1
RT @thehill: Airlines agree to cap fares and add seats ahead of Hurricane Maria https://t.co/I12VBCemyV https://t.co/uFAB8QF30d,1
Where is Hurricane Maria now and when will it hit the US?. https://t.co/6MhYT9mJ5o https://t.co/JiFhJXZHb0,0
RT @GMA: The forecast path for Hurricane #Maria from this morning through early morning on Monday. https://t.co/ndG1OMH04q,1
How Jose could help guide Hurricane Maria away from U.S. mainland #news https://t.co/hpbNVJgVGw,1
NEMA update on Hurricane Maria #NEMA #UB #NEMABahamas #Collaboration https://t.co/tmhBwoYZl6,1
MARAI hurricane : destruction Link : https://t.co/1VCKLdMMWL https://t.co/cFPURYXR4P,1
RT @LoopNewsTT: St Kitts &amp; Nevis start national cleanup after Hurricane Maria https://t.co/uzjO0Qxjy2 https://t.co/UFg1UyfrZf,1
Statia after #hurricane #Maria. High waves on #Caribbean side and boulders thrown on shore #Kingdom St #Eustatius https://t.co/unVm6EdTAT,1
Statia after #hurricane #Maria. High waves on #Caribbean side and boulders thrown on shore #Kingdom St #Eustatius https://t.co/unVm6EdTAT,1
"Hurricane Maria ripped through Puerto Rico, causing potentially billions in damage https://t.co/S10u8pq3QT https://t.co/uu33HiAroU",1
#NASA #Captures #Eye of #Hurricane #Maria as it's over #Puert... - https://t.co/bjHz3ntYU8 - #Topstories https://t.co/OjdCQwqV9O,1
RT @businessinsider: Tropical Storm Jose could protect the East Coast from Hurricane Maria https://t.co/7YV76RxwtF https://t.co/RvHknnlHBW,1
Dominican Republic Shuts Most Ports Ahead of Hurricane Maria https://t.co/qfhWkQJMho https://t.co/7ZTs55ulaN,1
#Hurricane #Maria: How You Can Help #Storm #Victims - https://t.co/DviWhKBOlK - #News https://t.co/idFUqvvkkf,1
"Harvey, Irma, Maria: This is the hurricane season scientists expected … and feared https://t.co/TswXHBgaDV https://t.co/sx8I7aPuxi",1
Satellites Tracking Powerful Hurricane Maria From Space https://t.co/i5BoMmPpNn https://t.co/SbV0stOodp,0
Puerto Rico Completely WIthout Power as Maria Rages See https://t.co/iiDwWl6ooN... https://t.co/07OHsmr8Sz,1
Time to keep blaming the victims? Got #FEMA? via @dujaa74 https://t.co/wSnUizib7F https://t.co/dKAQR9A58h,0
See ALERT #9 ON HURRICANE MARIA ISSUED BY THE BAHAMAS DEPARTMENT OF METEOROLOGY: https://t.co/NVuT7HQzKq https://t.co/sIPke8WTCe,1
Hurricane Maria proves how difficult it is to predict a storm’s devastation https://t.co/doQ1Nv9j0C https://t.co/3Diz1yfNRd,1
"City of San Juan is completely without power due to Hurricane Maria, mayor confirms https://t.co/OBvjVSYOa3 (NBC) https://t.co/CaV3gUbOzF",1
"City of San Juan is completely without power due to Hurricane Maria, mayor confirms https://t.co/OBvjVSYOa3 (NBC) https://t.co/CaV3gUbOzF",1
"RT @TTerryWFTV: Maria 2PM update: winds down to 115 mph. Per hurricane hunter, center just offshore NW coast of PR https://t.co/y9fN9jYl1c",1
Grand Turk Braces for Dangerous Hurricane Maria. https://t.co/FB2Am7cpRX #Cruise #Travel https://t.co/qypbg24pmX,1
"Cars flipped over, roofs blown off, homes flooding: The aftermath of Hurricane Maria https://t.co/FWCWAXt19f https://t.co/NcfoSzZSlb",1
Hurricane Maria’s winds rip side off building in San Juan https://t.co/TVAQi8EXo9 https://t.co/nygT354viZ,1
Watch Hurricane Maria in Action in These NASA and NOAA Gifs https://t.co/fSDxSD0k21 https://t.co/kcAFlNK7DZ,1
"#Maria now a category 3 hurricane, winds 115mph. New update on @wjclnews 5-6:30pm. #Savannah https://t.co/Irp9QIAQVM",1
"MIAMI (AP) - Hurricane Center says Maria weakens slightly to Category 3 status, still a major hurricane. https://t.co/3xsROtrQDi",1
RT @Karee_news: Pray for @pereira_ariela and all right in the path of #HurricaneMaria https://t.co/dLOzOCBksa https://t.co/HDMff7BbD5,0
https://t.co/YA6RxhRF8d CNN reporter lashed by winds in Puerto Rico https://t.co/cbo2i6Cvvm via @mrslac2017 https://t.co/Z5iDM43FAe,0
Hurricane Maria's strong winds cause reporter to stumble https://t.co/JI5GnEMbaz https://t.co/kKBAk6CjAG,1
Hurricane Maria did some flooding in stthomas https://t.co/S8KXUfcWPW,1
Hurricane Maria did some flooding in stthomas https://t.co/S8KXUfcWPW,1
Hurricane Maria did some flooding in stthomas https://t.co/S8KXUfcWPW,1
(Hurricane Maria: Whole of Puerto Rico without power) - Xania News - https://t.co/GCxg69B7rp #XaniaNews https://t.co/HpxqtbeQGf,1
Hurricane Maria the fourth major hurricane this season https://t.co/fkCx5OEID1 https://t.co/rveIMwUGAi,1
Hurricane #Maria is now back over water &amp; moving away from Puerto Rico. https://t.co/MUCvnKt9Gu,1
"Maria, following Irma's path, is now a Category 1 hurricane (CNN) https://t.co/m3hR1Fgyfa https://t.co/9qwSBSlLea",1
RT @NWSSanJuan: The eye of Hurricane Maria about to make landfall in southeast PR very soon. #prwx #usviwx https://t.co/Z5IGq9kvLr,1
Hurricane Maria continues destructive path through The Caribbean https://t.co/vpVqIKUjm2 https://t.co/Qsl8vjOlLf,1
RT @SKastenbaum: Long term forecast models show hurricane #Maria could pose a threat to Northeastern United States. https://t.co/BgzGTZrnoy,1
For #Maria information &amp; #safety tips; visit: https://t.co/k7YPdcvILU #MariaPR #USVI @fema https://t.co/IEjjDI4R8E,1
Every journalist can learn from a mistake CNN made in its Hurricane Irma coverage: https://t.co/joge2sPPLa https://t.co/Dx5jI7cHUc,0
Turkey Issues Travel Warning Over Hurricane Maria https://t.co/2xqU6mAI85 https://t.co/jMC9Cx6dvi,1
Atlantic Infrared Satellite #Hurricane #Maria #TropicalStorm #Jose https://t.co/ANygtcfSoe,0
pray for this gorgeous place as hurricane maria hits land. #PrayForPuertoRico ἟5἟7 https://t.co/ysA510n235,1
Hurricane Maria destroys Puerto Rico with over 100 mile per hour winds. https://t.co/1sSLSxqoMW https://t.co/kreAYSXhWt,1
RT @MotherJonesWire: Hurricane Maria “Destroyed Everything in Its Path” in Puerto Rico https://t.co/0fJgVVNVCx https://t.co/900WRDMvGW,1
Pinhole eyes and Fujiwhara Effect: The strange terminology of Hurricane Maria: https://t.co/RdIMGqI8mM https://t.co/24ljO3VBrG,0
Hurricane Maria could devastate Puerto Rico’s underfunded health system https://t.co/AJUSiZ0YwU https://t.co/Ar4O1WGWfX,1
The Canadian #Hurricane Centre is tracking #Jose and #Maria. https://t.co/IC7lpzf9AB https://t.co/jsLWEMO6LG https://t.co/lPgD54Qqyv,0
"#Maria knocks out power, triggers flooding in Puerto Rico https://t.co/V1DgR9SfSX https://t.co/2CVF9yumhP",1
"Houses damaged, roofs blown off as Hurricane Maria batters USVI https://t.co/bP9jU23bwS https://t.co/ZRUOhXm5CN",1
"Having ravaged Puerto Rico one again, Hurricane Maria is about to leave the island &amp; begin curving up the east coast https://t.co/uzYwmO7m2U",1
Provo Water Company urges residents to prepare for Hurricane #Maria ἟9἞8#Providenciales #TurksAndCaicos https://t.co/6jzK5M4Qif,1
"Hurricane Maria hammers Puerto Rico, causes wide destruction https://t.co/jEGe0gtTzG #البارجيل #albarjeel https://t.co/TRCRozbKT3",1
"The Latest: Maria continues strengthening, hits 175 mph: https://t.co/tYbvxsayip #Hurricane #Travel https://t.co/ByYuCUxxU0",1
Latest computer model forecasts for #Hurricane #Maria. Thankfully it will miss the southeast U.S. coast. https://t.co/7F2F1HIMSR,1
Seven Die and Thousands Hurricane-Stricken in Dominica After Maria - https://t.co/YZflfpn9Ga https://t.co/YtuDznHy2X,1
Valley family waits to hear from loved ones in path of Hurricane Maria https://t.co/UqrgQE6wQo https://t.co/9c2ZoGhA6F,1
Eyewitness: Hurricane Maria Cleans Out Stores https://t.co/M8HzX936Hg #propaganda https://t.co/3LZswpcLx2,1
#NOAA49 up once more around Hurricane #Maria. ὎1 https://t.co/yhHtaCMxsc https://t.co/Ji60r37EIm,1
My fam boarded up the house to block out hurricane Maria. Scary asl &amp; now Puerto Rico is 100% without power https://t.co/LraGksVwLv,1
My fam boarded up the house to block out hurricane Maria. Scary asl &amp; now Puerto Rico is 100% without power https://t.co/LraGksVwLv,1
"RT @EfrenWLTX: Here is the latest @WLTX ""spaghetti tropcial model"" tracks on Hurricane #Maria. https://t.co/fjIC0Myv1Z",1
"Watching Hurricane Maria very closely, may restrengthen tonight. Talking potential US impacts on News 4 at 4! https://t.co/87A2AoVSIs",1
Hurricane Maria tears through Puerto Rico- #Viral #news #Bahrain https://t.co/qWwwgdrpXV https://t.co/5O5457TrWh,1
FCC provides 24/7 Emergency Contact information for Hurricane Maria https://t.co/yvyTIbEapT https://t.co/ICbxg1AH1c,1
Connecticut Puerto Rican organizations prepare For Hurricane Maria relief https://t.co/3kMlMCxwhW https://t.co/wd8rH2FxXr,1
RT @GeneMcVay: Bankrupt Puerto Rico Faces Direct Hit From Hurricane Maria ~ Resolute Post https://t.co/rOJV3xs6x9 https://t.co/jlGj1VjNWu,1
"Rescue workers help people after the area was hit by Hurricane Maria in Guayama, Puerto Rico. https://t.co/RMkZ2hF9yD",1
Live Update Video- Hurricane Maria Hits Puerto Rico With Heavy Storms Knocking Out Power https://t.co/hX2fvjPs1Q https://t.co/nbXIhBVMaP,1
"Delta flights disrupted by Hurricane Maria, Mexico earthquake https://t.co/B5jRnYZBG8 https://t.co/16wo0IVG9j",1
Video shows flood waters from Hurricane Maria rush down street https://t.co/GRh9FHEiGe https://t.co/aYtObYXCl7,1
"RT @UNFspinnaker: ""To me Puerto Rico is more than just a paradise island–it’s my home."" https://t.co/KBE0tzCDaI https://t.co/USvgk3JAiA",0
"#Maria now a category 2 hurricane. Movement NW, I'll go over the turn to the N on @wjclnews 5pm #Savannah https://t.co/ZM6HmI178t",1
"Live Stream: Ominous skies above Cabarete, Dominican Republic as Hurricane Maria draws near https://t.co/T63ECI9kRq https://t.co/SAYu0zXJb1",1
RT @bulltruthmag: hurrtrackerapp: 5PM Advisory: Hurricane #Maria https://t.co/hIL9pegQEl,1
#Hurricane #Maria now a cat 2 storm. I'll track in on News Center 7 at 5pm. STREAM LIVE: https://t.co/35HCiCybKk https://t.co/XWyHQNan7E,1
Puerto Rico is already an environmental tragedy. Hurricane #Maria will make it even worse: https://t.co/NV0z7ofzuL https://t.co/dbvJxuiqjJ,1
Melissa Joan Hart upsets fans with insensitive Hurricane Maria post - https://t.co/N5338yHnSw https://t.co/noN0DakDRS,0
RT @Daniel_Bonds: Hurricane Maria downgraded to a Category 2 storm. Here is the 5 PM advisory. https://t.co/AHZrOQZCJ0,1
"Hurricane #maria is now a weaker, but still dangerous Cat 2 storm, but should get stronger again. #tropics @nbc4i https://t.co/LlnC6KV4w8",1
Terrifying 'Pinhole' Eye: Why Hurricane Maria Strengthened So Quickly https://t.co/TXQCFS6Lui https://t.co/rkCcr1njdi,1
"RT @Team_LIBer8: HURRICANE MARIA If you are in the future cone impact area, GET YOUR TETANUS BOOSTER SHOT NOW. https://t.co/IOyKcyWmpr",0
"RT @Team_LIBer8: HURRICANE MARIA If you are in the future cone impact area, GET YOUR TETANUS BOOSTER SHOT NOW. https://t.co/IOyKcyWmpr",0
"Hurricane Maria now a strong Category 2. Latest track has it steering east of Florida, Georgia &amp; South Carolina. https://t.co/2dqbC3WIXn",1
RT @DanLinden: White House statement on Hurricane #Maria response and recovery efforts: https://t.co/wvDyKuq5fs,1
"5 PM Advisory for Hurricane Maria. Still packing a punch, but wind speeds have come down today. https://t.co/WoPvlGPWWo",1
"As Hurricane Maria hits, the National Hurricane Center has no full-time director https://t.co/5V9UsqxAaG https://t.co/5HxmHiqc13",1
FORTISTCI UPDATE: SUSPENSION OF HURRICANE IRMA RESTORATION AND PREPARATION FOR… https://t.co/hQVemFRWjc https://t.co/CZqkWjQhUI,1
"RT @7Weather: 5 PM new cone for Hurricane Maria, next 5 days https://t.co/PjV7Yhu3ZW",1
5 PM (20 SEP) #Maria #hurricaneMaria #NOAA position &amp; forecast with initial extent of winds. #Hurricane #ECMWF #GFS https://t.co/MLUTSSKXy1,1
5 PM (20 SEP) #Maria #hurricaneMaria #NOAA position &amp; forecast with initial extent of winds. #Hurricane #ECMWF #GFS https://t.co/MLUTSSKXy1,1
