Tweet,Label
God bless Mora she turns into a good person https://t.co/UumFWIWokd,0
Rohingya camps in Bangladesh destroyed by Cyclone Mora | Bangladesh News - https://t.co/p0nTvP1Vht camps ... https://t.co/0JLQhTz6sI,1
Indian Navy rescues 33 Bangladeshis as Cyclone Mora kills 9 https://t.co/RzD9Y1eSSN https://t.co/Un2kyTqbU0,1
UN update on 31 May on monsoon floods and landslides in #SriLanka @UNSriLanka https://t.co/Is0vwRRkQp https://t.co/lSDIZEO9gy,1
Sri Lanka Flood Death rate increases to 183 - https://t.co/Mb63t3tmxj https://t.co/KxH1Ev9nbn,1
"RT @MountRainierNPS: Camp Muir webcam is up! Fog in the valleys, but sun on the peaks! https://t.co/IV260bdijp -kl https://t.co/lZGLYduNR1",1
"@Anchoveebrother Hello dear Chile birds, Martin fisherman, Mora eagle, Pequen..âœŒá¼¿Dâ¤ï¸ https://t.co/tN4qxsUHYf",0
"@Anchoveebrother Hello dear Chile birds, Martin fisherman, Mora eagle, Pequen..âœŒá¼¿Dâ¤ï¸ https://t.co/tN4qxsUHYf",0
"@Anchoveebrother Hello dear Chile birds, Martin fisherman, Mora eagle, Pequen..âœŒá¼¿Dâ¤ï¸ https://t.co/tN4qxsUHYf",0
"#world #news For Rohingya refugees, makeshift homes no match for Cyclone Mora https://t.co/J9BUkKc66D https://t.co/TiqgXmsSBK",1
RT @coconutsdotco: Cyclone Mora tears through homes in Rakhine State https://t.co/DwHMPx6yG6 https://t.co/oyZrQ6TNaj,1
Old school poster by Juan de la Mora of @studiogang Get your tickets now at https://t.co/DzSf84n7gz https://t.co/DqHC0QpYFd,0
Sri Lanka Battles to Get Relief to Stranded Flood-hit Villages - https://t.co/j8oP85hyte Lanka Battles to Get ... https://t.co/aDmFdnO1Ai,1
Flood Death rate increases in Sri Lanka has been published on Liveonchennai - https://t.co/GmM2ENO8Mb https://t.co/WYe0eGoZlw,1
el prox cap de lost que voy a ver con mora es the shape of things to come https://t.co/P42ZzvZIYZ,0
RT @morantika_sd: Fashion brand De'mora fashion @moran_fashion http://t.co/AKIu0qQGpA,0
"Cyclone Mora Wreaks Devastation Along Myanmarâ€™s Western Coast, Killing One https://t.co/XqXWW6vUlI https://t.co/gBKoQOm5qk",1
RT @NASAEarth: Cyclone Mora Makes Landfall https://t.co/UOft2ESjNK #NASA https://t.co/UrTvznQFkm,1
Worst floods in #SriLanka in decades: So many children need help: https://t.co/9atFO43v63 v/@unicef_es https://t.co/OWZlKjRbvw,1
"#Mora Kills 3, Displaces Hundreds of Thousands in #Bangladesh https://t.co/voMYpOB6f7 https://t.co/G3u0KO3EJC",1
Cyclone Mora has devastating impact on Rohingya Refugee Camps in Bangladesh. Details here: https://t.co/z473rsT0jf https://t.co/MmA6HKcLJQ,1
@theroyaltiex @MatheusSimass @Cynestesia frequentou: One direction Mora: Londres https://t.co/wm2if77kIL,0
After cyclone #mora #RCY Rangamati is in action with fire service BD. https://t.co/lwiU0DPqT5,1
After cyclone #mora #RCY Rangamati is in action with fire service BD. https://t.co/lwiU0DPqT5,1
After cyclone #mora #RCY Rangamati is in action with fire service BD. https://t.co/lwiU0DPqT5,1
After cyclone #mora #RCY Rangamati is in action with fire service BD. https://t.co/lwiU0DPqT5,1
RT @undertalelou: 91. Casper - so cute and smol - wanna be his friend - RAFA MORA COULD NEVER - must be protected https://t.co/zlJGSjWuJC,0
16 nations rush relief to flood-hit Sri Lanka - The Straits Times https://t.co/WnxGq8xTLq #news https://t.co/6wH5OrOeDM,1
Cyclone Mora: 4 Odisha districts put #HollywoodBoxOffice #Streaming #StreamingTV #comcast https://t.co/RKymi0vR6d https://t.co/3eucqoapWa,1
"https://t.co/QnTzWx6tGI 300,000 people evacuated, airports closed post Cyclone Mora https://t.co/tCMkitkrbi",1
It's a clear competition among electronic #media which prefer more profit.. #FloodSl #lka https://t.co/AMHsZiVKWU,0
"RT @mir_sidiquee: Live: Cyclone Mora kills four, crossing over #Rangamati https://t.co/r4SMN7zjRU https://t.co/fKLuPNF2NA",1
"RT @mir_sidiquee: Live: Cyclone Mora kills four, crossing over #Rangamati https://t.co/r4SMN7zjRU https://t.co/fKLuPNF2NA",1
"RT @mir_sidiquee: Live: Cyclone Mora kills four, crossing over #Rangamati https://t.co/r4SMN7zjRU https://t.co/fKLuPNF2NA",1
Bangladesh: Early Warning Saves Lives As Cyclone Mora Strikes Bangladesh And Sri Lanka https://t.co/3f18OEC9fF https://t.co/1BpXTKRPED,1
RT @CGamaathige: The situation in the morning of southern expressway-nilwalagate #FloodSL https://t.co/d7td71uWfK,1
â€˜Your small Breakfast amount can change their Condition.â€™ Support to Them https://t.co/6biZvLkkNl https://t.co/I7GrFPGjPG,0
RT @Dailymirror_SL: Weather calamity: Death toll rises to 180 #FloodSL https://t.co/9RXUdaYR3A https://t.co/pMJVDS4bLe,1
RT @The1975Brasil: Adam &amp; George potencial meme no Lollapalooza Chile por Pedro Mora https://t.co/ZnGDC6v6bn,0
RT @The1975Brasil: Adam &amp; George potencial meme no Lollapalooza Chile por Pedro Mora https://t.co/ZnGDC6v6bn,0
RT @The1975Brasil: Adam &amp; George potencial meme no Lollapalooza Chile por Pedro Mora https://t.co/ZnGDC6v6bn,0
RT @The1975Brasil: Adam &amp; George potencial meme no Lollapalooza Chile por Pedro Mora https://t.co/ZnGDC6v6bn,0
Effects of Natural Disasters in Sri Lanka has been at increasing trend specially after 2003.. flood and landslides.. https://t.co/sWE3TrjRiz,1
Indian Air Force plane delivers critical helicopter spare parts for Sri Lankan Air Force #FloodSL @SushmaSwaraj https://t.co/vK1a6MTg1c,1
Indian Air Force plane delivers critical helicopter spare parts for Sri Lankan Air Force #FloodSL @SushmaSwaraj https://t.co/vK1a6MTg1c,1
https://t.co/hurWsb80NG Watch: Sri Lanka deploys more troops as flood toll climbs to 177 https://t.co/za1WAYjAtk,1
RT @Dailymirror_SL: Beware of crocodiles #FloodSL https://t.co/GaqxatNa9b https://t.co/7jO2Yra1m1,1
Some home medicine #lka #floodsl https://t.co/6MhZyvbV3l,0
"#India, #Srilanka have religious relationships. #Indian_Navy playing vital role, to help in fighting flood. à¤œà¤¯ à¤¹à¤¿à¤‚à¤¦! https://t.co/x2vcAm19Fz",1
"#India, #Srilanka have religious relationships. #Indian_Navy playing vital role, to help in fighting flood. à¤œà¤¯ à¤¹à¤¿à¤‚à¤¦! https://t.co/x2vcAm19Fz",1
"Cyclone '#Mora' hits Mizoram, damages houses, triggers landslides. https://t.co/x6S3ZdRfgT",1
"Anura, were you scraping coconut for one year? https://t.co/354im1WDYC via @FT_SriLanka #lka #srilanka #FloodSL https://t.co/vFPRqGH41U",0
"Sri Lanka flood levels begin to reduce, more rain expected #SriLanka #lka #lbo - https://t.co/TVhi7ZW3wk https://t.co/8DaqO9YMDG",1
Helped to collect and send a Leyland bus full of brand new clothes and food items to Morawaka today. #FloodSL https://t.co/WBce2IiKI2,1
A touching moment #FloodSL https://t.co/XnfZ2DDsQi https://t.co/tDvx3cILVs,0
WHY MORAL DECLINE MATTERS https://t.co/KITOvMa0Vd https://t.co/Xpv6Nvx38e,0
#LKA #NEWS New Flood Management Law to Sri Lanka @..https://t.co/GL35v8nmrU https://t.co/vfmodSTl5G,1
JDT 'hurting a lot' after AFC Cup exit vs. Ceres - coach Benjamin Mora https://t.co/9TFW9giXdY https://t.co/CCwMB2EufJ,0
RT @IrrawaddyNews: Cyclone #Mora destroys homes in #ArakanState #Burma #Myanmar https://t.co/JHRTKQ7ZcZ https://t.co/2r9FhaFqZK,1
Mora praises performance of both side but rues losing on small margins https://t.co/RNjXazstuO https://t.co/6UoP3fj4Hc,0
Mizoram and Manipur affected by cycloneÂ Mora https://t.co/YYpA283N0Q https://t.co/q4aBEs5My2,1
RT @ndtv: Over 200 killed in Sri Lanka's worst flood since 2003 https://t.co/IFKlQ6VQE0 https://t.co/2xSSeH34m4,1
Authorities and military aid recovery in Mora-hit areas of Rakhine State https://t.co/7i2TclWec2 https://t.co/89Sq3sDOuM,1
Authorities and military aid recovery in Mora-hit areas of Rakhine State https://t.co/7i2TclWec2 https://t.co/89Sq3sDOuM,1
Three Chinese naval ships arrive in Sri Lanka to assist in floodÂ relief https://t.co/YEq1gQIySO https://t.co/czvdBANO4N,1
Benjamin Mora reveals his thoughts on the penalty for Ceres READ: https://t.co/wtRlkk0AuC https://t.co/RRFMYhi13Q,0
Cyclone Mora hits Bangladesh with heavyÂ rains https://t.co/4iZ1qIez0V https://t.co/RfXzi5tJwY,1
Sri Lanka struggles to deliver aid to stranded flood victims https://t.co/Hbh7ochcMi #NewInVids https://t.co/nt3w0hSXzV,1
#news #summary: #cyclone #mora brings heavy downpour in #rajasthan https://t.co/G5hzaUWVQk,1
"Mora Impact: Port city sees heavy rain, waterlogging #TISNews Click Link- https://t.co/mn9pvB4s1t https://t.co/6ywgXiVJEO",1
In the wake of Cyclone Mora #TISNews Click Link- https://t.co/IYj290EcQE https://t.co/X2veX2wxHg,1
Hard-Line Moralist in Indonesia Faces Pornography Charges by JONÂ EMONT https://t.co/yVttd3NJbv https://t.co/ZCrOGwoZwW,0
Cyclone Mora: Govt to rebuild all damaged homes: PM #TISNews Click Link- https://t.co/kpfS3OReI1 https://t.co/UwMoLXY6BM,1
Flooding and mudslides have killed at least 200 people in #SriLanka https://t.co/f3VqJrTUYg https://t.co/vh961eP8th https://t.co/f3VqJrTUYg,1
Reposting @davidwmwilson: Sea alive â€“ by Antonio Mora https://t.co/ZyK7reY3eC https://t.co/qdRqS0kyvu,0
"RT @AJEnglish: Bangladesh has evacuated at least 350,000 people as Cyclone Mora hits https://t.co/YI9WB98gAU https://t.co/2XcoJdZIvn",1
á½7 by Antonio MORA. More #fotos on: https://t.co/CCVAPWEs8E https://t.co/5JIYTz2xqd,0
"#FloodSL Update: Rs. 1,002,500 donated online from 23 countries! Data: https://t.co/yuUDh2pv8I #FloodReliefLKA https://t.co/Y1gbIIUixo",1
Data from geoinfo center included in our map https://t.co/xh2xPkDruF #FloodSL https://t.co/8gvWrnURNG,0
Bangladesh navy searches for 81 fishermen still missing after Mora cyclone https://t.co/8H7oGKWiTn https://t.co/QKpW02toiz,1
Maldives presents disaster relief to flood-hit Sri Lanka https://t.co/dOHE7PbOxp #Maldives #News https://t.co/NQNqeHW4sp,1
Ctg people suffer for Mora fallout https://t.co/yMefgRzmNZ https://t.co/36ZcMd3U5k,1
cyclone mora was attacking Bangladesh on 30 may...... https://t.co/NpgWIkb2g1,1
These are the peoples were affected by the Flood #SriLankaFloods #SriLanka #lka @MaithripalaS https://t.co/2Geg2Jkw4H,1
These are the peoples were affected by the Flood #SriLankaFloods #SriLanka #lka @MaithripalaS https://t.co/2Geg2Jkw4H,1
These are the peoples were affected by the Flood #SriLankaFloods #SriLanka #lka @MaithripalaS https://t.co/2Geg2Jkw4H,1
These are the peoples were affected by the Flood #SriLankaFloods #SriLanka #lka @MaithripalaS https://t.co/2Geg2Jkw4H,1
"Landscape study of Mora Anders Zorn â§ {Swedish, 1860â€“1920} Watercolour #art #arte #kunst #artlovers #twitart https://t.co/iqiAlr3lmE",0
"Bangladesh: Bangladesh: Cyclonic Storm Mora Situation, June 01, 2017 #humanitarian #newzealand #auckland https://t.co/pnNQiuibaq",1
"Death toll in flood-hit Sri Lanka hits 202, hospitals to be evacuated https://t.co/4JLY4HWRp0 https://t.co/xSBRuW7rMR",1
"Death toll in flood-hit Sri Lanka hits 202, hospitals to be evacuated https://t.co/4JLY4HWRp0 https://t.co/xSBRuW7rMR",1
"Death toll in flood-hit Sri Lanka hits 202, hospitals to be evacuated https://t.co/4JLY4HWRp0 https://t.co/xSBRuW7rMR",1
Visiting Chinese navy fleet donates flood relief supplies to Sri Lanka https://t.co/6e1SPbOUoc https://t.co/O68PvVjLGQ,1
Morals and ethics on disaster reporting https://t.co/Bg8qEdM8gh @MediaSouthAsia @MangalaLK #lka #Disaster2017 https://t.co/Q71LTydzCr,1
"The #flood extent in Kalutara District, #SriLanka, was captured by #TerraSARX on 30 May: https://t.co/LCo1VVKgEZ https://t.co/LdPDcq0UOs",1
@kala_cw Try to reach out to Indra Trucks #FloodSL Can also check our map https://t.co/dsOj1y1RL5 https://t.co/vUatBXn7Ah,1
"After Cyclone Mora, Sri Lanka to face more monsoonalÂ rains https://t.co/js5C9aMlYO https://t.co/TIhcN4LzhF",1
RT @Henrykrane: MORA â€“ Corny Lover https://t.co/gKjQDWxdsc https://t.co/eOIgOE1KKj,0
RT @FCOtravel: #Bangladesh Tropical Cyclone Mora forecast to intensify later on 29 May https://t.co/M0L1AyKTZp https://t.co/Rn2vqArlrX,1
"Israel, Jewish group provide emergency aid to flood-stricken Sri Lanka https://t.co/C3z7zmhUvF #Diaspora https://t.co/xjw6lHYdou",1
"Stepenice do mora, ALGARVE,Portugal........ Steps to the sea #Algarve #Portigal https://t.co/rE0Ke5vNTO https://t.co/BzQwDSBpuv",0
Violent wind Mora: Bangladesh anglers missing after tempest - https://t.co/zkee0xkUO1 https://t.co/6FzhlSGxef,1
Combo Mora Argan Oil + Cleanser = free face mask! I'm so in love á½¡8 https://t.co/8EzEJunCDW,0
Holy Cow .. Look what cyclone #Mora remnants doing to #Tripura now .. https://t.co/Ud3FnLbl9U,1
"Massive Cyclone Mora Brings Dangers, Rescues, and Damage https://t.co/P6XHxzcSeA #Asia #Blog #Global_Severe_Weather https://t.co/OAvPaIbzYc",1
Meanwhile Sri Lanka Flood. I found it from my friend's camera. Poor chicksâ€¦á½¤Fá½¤Fá½¤Fá½¢Dá½¢Dá½¢D https://t.co/oWre2MM6pZ,0
"Weather forecast for the next 36 hours. (Issued at 1600 hrs, 01.06.2017) #FloodSL via @dmc_lk https://t.co/tjOvEjRv2Y",0
Maldives offers financial assistance to flood hit SriÂ Lanka https://t.co/6HwEGnquMY https://t.co/6uuQsW695v,1
Pakistan Navy extends relief activities to flood-stricken Sri Lanka https://t.co/xDIdxxefAp https://t.co/CYdpv4SZJ2,1
Govt donates B2m to help flood-stricken SriÂ Lanka https://t.co/lDBVFFuBjf https://t.co/XIqdTSMntn,1
RT @JetwingHotels: A message from Jetwing Lighthouse. #Galle #FloodSL #Lka https://t.co/ssIIZmA2O0,0
Me and @MikeyDornan the mora night in Barcelona. Send it on! á½ˆ3á¼¿Cá¼žAá¼Ÿ8á¼·B https://t.co/8Z9LcQgkht,0
"RT @XHNews: Chinese premier extends condolences to Sri Lanka on flood, landslide disasters. https://t.co/87L9biYPzJ https://t.co/567aCIBp6w",1
"Assesment going on in #mora effected Sonoya,Gandamara and shekerkhil community under Baskhali upazilla, Chittagong. https://t.co/ElLfIM1lZu",1
"Assesment going on in #mora effected Sonoya,Gandamara and shekerkhil community under Baskhali upazilla, Chittagong. https://t.co/ElLfIM1lZu",1
"Assesment going on in #mora effected Sonoya,Gandamara and shekerkhil community under Baskhali upazilla, Chittagong. https://t.co/ElLfIM1lZu",1
Pakistan Navy helping people in flood stricken Sri Lanka https://t.co/EPVzshTqRC https://t.co/1m3ATtlU9i,1
#FloodSL# help our brothers and sister https://t.co/r8UtoyDaCO,0
"Raft capsizes in flood-hit Sri Lanka, kills three https://t.co/Fdf688iz5W https://t.co/U7rJElXjcn",1
Sine Mora EX - Nintendo Switch - https://t.co/j7B2m0mp5z #gaming #nintendo https://t.co/rcR1qEEXXR,0
Cyclone Mora: India hands over relief materials to Bangladesh https://t.co/riJz0ZWee4 https://t.co/NIGJTfHACk,1
Cyclone Mora: Indian ship with relief materials reaches Chittagong https://t.co/65hGZapJjx https://t.co/nyxv1B85hR,1
"Water level situation in major rivers around the island as of 1530 hrs, 01.06.2017. Mostly normal/falling. #FloodSL https://t.co/LGbGjap6Dd",1
Maybe we should ask good ol' Herma-Mora on what #Covfefe means. https://t.co/satAoZPM3A,0
"Mora of the story: Don't kidnap kyungsoo, guys á½ 2 https://t.co/33YHNeZ5DX",0
Pictures of Chinese &amp; Pakistani medical teams working in Floof affected areas #FloodSL https://t.co/Fe3qq8VTbB,1
Pictures of Chinese &amp; Pakistani medical teams working in Floof affected areas #FloodSL https://t.co/Fe3qq8VTbB,1
Pictures of Chinese &amp; Pakistani medical teams working in Floof affected areas #FloodSL https://t.co/Fe3qq8VTbB,1
Pictures of Chinese &amp; Pakistani medical teams working in Floof affected areas #FloodSL https://t.co/Fe3qq8VTbB,1
#CycloneMora As usual #Buddhist Monks are door to door to their peoples https://t.co/4sJSK3rtRR,0
Aid workers warn of â€˜acute crisisâ€™ in #Bangladesh #refugee camps devastated by #CycloneMora https://t.co/bQCzc7DZdo https://t.co/QKHgqyJzvd,1
RT @Pami1090: A Tamil-English translator needed. #FloodSL #SriLanka https://t.co/izrqinsm1p,0
"Women at work in #Chittagong, #Bangladesh. Repairing roads after cyclone #Mora ravaged the region https://t.co/EAWdtPsJtC",1
"RT @RedCrossAU: Our colleagues @BDRedCrescent and over 55,000 volunteers are helping people prepare for #CycloneMora https://t.co/FqpTRo8NZZ",1
RT @Alimdaad_UK: Severe Flooding in #SriLanka Our teams assessing the situation today. https://t.co/KWIwCek25v,1
RT @Alimdaad_UK: Severe Flooding in #SriLanka Our teams assessing the situation today. https://t.co/KWIwCek25v,1
RT @Alimdaad_UK: Severe Flooding in #SriLanka Our teams assessing the situation today. https://t.co/KWIwCek25v,1
"When I first saw this book, I assumed Jim Mora wrote it. @FletcherWDSU @ShariefWDSU #1987 #49ersSaints https://t.co/RSGKHfxjtk",0
"Heavy rains, landslide due to Cyclone Mora, Aizawl cut off https://t.co/KTVxfMI3sa https://t.co/5YzyqpjzrL",1
81 Bangladesh fishermen missing in the wake of Cyclone Mora https://t.co/I6wEaC49SJ https://t.co/yzZ9RQdLwd,1
Sri Lanka President Maithripala Sirisena blames lack of prevention for flood disaster - https://t.co/rtgggJoIqq https://t.co/kAmQiPt39F,1
RT @BangkokPostNews: Rohingya refugee hovels flattened by Cyclone Mora https://t.co/7D0G7cKT8i https://t.co/qmmNEIgHUJ,1
Pre-Order: Sine Mora EX (NSW) $23.99 via Amazon (Prime Price). https://t.co/8xyNXCkgXC https://t.co/mg9URgj71v,0
RT @brentsnelson04: More hardware comes to Mora! á¼¼6 #moraschools https://t.co/yMgFUBCjml,0
Upright getting prepared for it's coat of protection #TeamSHARKRacing #TSR-V2 #Mora #DIMO #formulastudentuk #FS2017 https://t.co/NhTT5pPpN7,0
"https://t.co/NO9Qb9dvGi Cyclone Mora: Storm makes landfall in Bangladesh, six killed https://t.co/bm3cPIIVco",1
Angelo Mora HR puts #Fightins on top 4-0 in supercharged B1 https://t.co/P1qQFWQnpd,0
Effect of â€˜Moraâ€™ hurricanes onÂ Bangladesh https://t.co/9amYC45EM3 https://t.co/6ht0UNsPnL,1
"Officer Branch, Capt. Watson with Elisa Mora at the WPHS end of the year luncheon. https://t.co/Pce5DlYn5Y",0
RT @dmc_lk: For Donations #SLFloods2017 #FloodSL https://t.co/tzRAdCZxDM,1
Tropical Cyclone #Mora barreled through #Bangladesh earlier in the week á¼°A Get the story: https://t.co/Mv7JBdvGVs https://t.co/QFonEEhzgl,1
RT @ZIabulHq: Consequences after Cyclone Mora destroyed the Refugees Houses. #Pray_For_Rohingya. https://t.co/NJ7RIsELH7,1
RT @ZIabulHq: Consequences after Cyclone Mora destroyed the Refugees Houses. #Pray_For_Rohingya. https://t.co/NJ7RIsELH7,1
I'm at RsN Ing. Planta industrial in Fernando De La Mora https://t.co/cdtb1ypfhh https://t.co/ErNzgjnSX0,0
Everyone to stand by the #CycloneMora affected people. #Bangladesh #SaveBangladesh https://t.co/QBB0TDXy1g,1
This is me in Mora Modeling Magazine.xxxx https://t.co/fxmeYBSO6I,0
"Cyclone 'Mora' might lead to renewed humanitarian crisis, warn aid agencies https://t.co/uTItISApQR https://t.co/chk6mgO6dR",1
#RainierWildflower What's your favorite: Holly-leaf or Cascade Oregon-grape? https://t.co/FWOn1nGIt5 -kl https://t.co/QK1nDbMUXa,0
RT @HebaYosry3: my gift mn jojo w mora á½ Câ¤ https://t.co/rdW5CEE6HN,0
"Cyclone Mora hits Bangladesh, destroys refugee homes | News | DW | 30.05.2017 https://t.co/JT9inYxK5r https://t.co/WyZOZEohLe",1
Rick Moranis and Dave Thomas to Reunite as McKenzie Brothers https://t.co/6kWHPV7Ode https://t.co/gCF7G4PAfq,0
#Bangladesh: Admin Level 4 Boundaries https://t.co/FPYiMay9WX #CycloneMora #geodata @OCHAAsiaPac https://t.co/Q3y5Z3MSmC,0
Mr Mora -Students scared of him -Ubers to work -Was fired for throwing a textbook at a stident https://t.co/0JlJbD7WdO,0
Sri Lanka whales beached after Cyclone Mora https://t.co/vEREv0j9im https://t.co/sU6O0VKZXm,1
Weather forecast #1stJune2017 #SLFloods2017 #FloodSL #lka #dmclk English and Sinhala https://t.co/C0FXfyVqpW,0
Weather forecast #1stJune2017 #SLFloods2017 #FloodSL #lka #dmclk English and Sinhala https://t.co/C0FXfyVqpW,0
Weather forecast #1stJune2017 #SLFloods2017 #FloodSL #lka #dmclk English and Sinhala https://t.co/C0FXfyVqpW,0
Bangladesh: Rohingya Refugees Suffer After-Effects of Cyclone Mora https://t.co/oIzv5sCNRq https://t.co/2eTtlYcDuI,1
Mr Richmond -Hates Mr Mora -Doesnt stop talking about Soccer -Has never spoken to a female student https://t.co/bpMH3goTZH,0
John Mora doubles and scores in the 1st! 1-0 Mets top 3. #STLMets https://t.co/p4dD3atlHR,0
Bangladesh Cyclone Mora â€” UNHCR to deliver emergency supplies toÂ refugees https://t.co/iVAmo415Sx https://t.co/sfYE1i6Fvp,1
Ilustradora Joanna Mora obtiene Premio Mundial en Los Gourmand Word Cookbook Awards https://t.co/dTYQKs5dip https://t.co/fJznwSftMr,0
https://t.co/fihq5IXZ7o Cyclone Mora: Indian Navy sends second ship to Bangladesh https://t.co/yCgyaidS7J,1
IFRC launches emergency appeal to help flood-affected people in Sri Lanka #humanitarian #newzealand #auckland https://t.co/cs9RhWsMuF,1
RT @kezunz: We stand tall as a nationâœŠ á¼Ÿ1á¼Ÿ0#PrayForSriLanka #FloodSL https://t.co/jIFLvlGMxD,0
Isso porque a dona do post n mora em svp TRISTE REALIDADE https://t.co/Msm28EzHRz,0
"Time for me to visit Saydrith Mora, home of the Telvanni Mages and their slaves. https://t.co/E1a6B34m21",0
"It is #sunny and 3C (37F) in #Mora, #Sweden https://t.co/9QIJBAHLav",0
"Serious concerns on outbreak of waterborne diseases (dengue, cholera) after #SriLanka #FloodSL - @SLRedCross https://t.co/xfp0oRCKu2",1
Designed and manufactured by #TeamSHARKRacing #SLá½ E suspension components #TSR-V2 #DIMO #Mora #formulastudentuk https://t.co/zB4pKuIi90,0
Best Ever Pads team rider Cody Mora helping at the Santa Maria Elks Rodeo! á½ƒ4 #ElksRodeo https://t.co/qq7Nu8eJ1K,0
"https://t.co/A69kxXrbf5 Cyclone Mora: INS Sumitra helps B'desh, launches rescue ops https://t.co/y92d9F4g1F",1
What does a dignity kit comprise? Check it out: https://t.co/07ZmYvmKgl @ippfsar @2014Sprint #FloodSL #SRHR @dfat https://t.co/gu0jaLgOvy,0
What does a dignity kit comprise? Check it out: https://t.co/07ZmYvmKgl @ippfsar @2014Sprint #FloodSL #SRHR @dfat https://t.co/gu0jaLgOvy,0
"#CycloneMora 200 killed, 100 missing, 70,000 displaced, 600,000 affected 1/2 https://t.co/vUkSEB4u36",1
#Latin Word of the Day - mora: delay Click for audio! https://t.co/U9HOyrwqW5 https://t.co/4rCNwstW7x,0
"Government of Maldives donated A cheque of US $ 25,000.00 to Sri Lanka #FloodReliefLKA #floodSL #lka @maldives https://t.co/GVYXKsCF41",1
Note to those who want to take relief to victims independently. @jessiefer #FloodSL #lka https://t.co/C7ooFTMPoH,1
Visiting flood Victimes in Bullathsinhala. @RajapaksaNamal #FloodSL #srilanka #namalrajapaksa https://t.co/lRlBggO49v,1
Visiting flood Victimes in Bullathsinhala. @RajapaksaNamal #FloodSL #srilanka #namalrajapaksa https://t.co/lRlBggO49v,1
Visiting flood Victimes in Bullathsinhala. @RajapaksaNamal #FloodSL #srilanka #namalrajapaksa https://t.co/lRlBggO49v,1
